customerID,gender,SeniorCitizen,Partner,Dependents,tenure,Contract,InternetService,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_Probability,Churn_Predicted,Risk_Tier,Revenue_At_Risk,Retention_Action
4381-MHQDC,Female,0,No,No,47,Two year,DSL,Mailed check,65.0,2879.9,No,0.0588,No,Low,45.86,Standard engagement — quarterly check-in
6923-JHPMP,Female,0,No,No,2,Month-to-month,Fiber optic,Electronic check,80.45,137.1,No,0.7575,Yes,Critical,731.29,Immediate call — offer 2-year contract discount
5138-WVKYJ,Male,0,No,No,10,Month-to-month,Fiber optic,Electronic check,98.55,1008.55,Yes,0.8013,Yes,Critical,947.62,Immediate call — offer 2-year contract discount
4018-PPNDW,Female,0,Yes,Yes,61,Two year,No,Mailed check,24.1,1551.6,No,0.0195,No,Low,5.64,Standard engagement — quarterly check-in
1635-FJFCC,Female,0,No,No,5,Month-to-month,DSL,Credit card (automatic),44.05,202.15,No,0.6395,Yes,High,338.04,Send retention offer — add TechSupport bundle
2499-AJYUA,Female,1,Yes,No,72,Two year,Fiber optic,Credit card (automatic),110.8,7882.25,No,0.2208,No,Low,293.58,Standard engagement — quarterly check-in
6919-ELBGL,Male,1,Yes,Yes,72,Two year,Fiber optic,Bank transfer (automatic),114.95,8196.4,No,0.1222,No,Low,168.56,Standard engagement — quarterly check-in
3966-HRMZA,Female,1,No,No,3,Month-to-month,Fiber optic,Mailed check,75.05,202.9,No,0.8073,Yes,Critical,727.05,Immediate call — offer 2-year contract discount
6425-JWTDV,Male,0,Yes,No,48,Two year,No,Mailed check,19.25,855.1,No,0.0216,No,Low,4.99,Standard engagement — quarterly check-in
8405-IGQFX,Female,0,No,No,63,One year,Fiber optic,Credit card (automatic),90.05,5817.0,No,0.2563,No,Medium,276.96,Loyalty email — highlight service value
8224-IVVPA,Female,0,No,No,27,Month-to-month,DSL,Mailed check,56.7,1652.95,No,0.3702,No,Medium,251.88,Loyalty email — highlight service value
9477-LGWQI,Male,0,Yes,Yes,70,Two year,DSL,Credit card (automatic),80.15,5600.15,No,0.041,No,Low,39.43,Standard engagement — quarterly check-in
1410-RSCMR,Male,0,Yes,Yes,7,Month-to-month,DSL,Credit card (automatic),71.35,515.75,No,0.4485,No,Medium,384.01,Loyalty email — highlight service value
3115-CZMZD,Male,0,No,Yes,0,Two year,No,Mailed check,20.25,,No,0.1393,No,Low,33.85,Standard engagement — quarterly check-in
0139-IVFJG,Female,0,Yes,No,2,Month-to-month,Fiber optic,Electronic check,90.35,190.5,No,0.7225,Yes,Critical,783.33,Immediate call — offer 2-year contract discount
6683-VLCTZ,Male,1,No,No,20,Month-to-month,Fiber optic,Electronic check,98.55,1842.8,Yes,0.8843,Yes,Critical,1045.77,Immediate call — offer 2-year contract discount
5730-DBDSI,Male,0,No,No,66,Two year,No,Bank transfer (automatic),19.7,1253.8,No,0.0081,No,Low,1.91,Standard engagement — quarterly check-in
0030-FNXPP,Female,0,No,No,3,Month-to-month,No,Mailed check,19.85,57.2,No,0.3828,No,Medium,91.18,Loyalty email — highlight service value
2189-WWOEW,Female,0,No,Yes,15,Month-to-month,Fiber optic,Bank transfer (automatic),85.9,1269.55,Yes,0.7256,Yes,Critical,747.95,Immediate call — offer 2-year contract discount
5684-FJVYR,Female,0,Yes,Yes,72,Two year,Fiber optic,Bank transfer (automatic),90.35,6563.4,No,0.0506,No,Low,54.86,Standard engagement — quarterly check-in
4013-GUXND,Male,0,No,No,1,Month-to-month,No,Mailed check,20.8,20.8,No,0.4151,No,Medium,103.61,Loyalty email — highlight service value
1894-IGFSG,Female,0,No,No,22,Month-to-month,Fiber optic,Electronic check,89.25,1907.85,Yes,0.7693,Yes,Critical,823.92,Immediate call — offer 2-year contract discount
7379-POKDZ,Male,0,Yes,No,3,Month-to-month,Fiber optic,Electronic check,70.3,208.85,Yes,0.8419,Yes,Critical,710.23,Immediate call — offer 2-year contract discount
1266-NZYUI,Female,0,Yes,Yes,72,Two year,DSL,Bank transfer (automatic),66.85,4758.8,No,0.0132,No,Low,10.59,Standard engagement — quarterly check-in
7969-FFOWG,Male,0,Yes,Yes,65,Two year,No,Mailed check,19.9,1292.6,No,0.0088,No,Low,2.1,Standard engagement — quarterly check-in
4718-DHSMV,Female,0,No,No,11,Month-to-month,DSL,Mailed check,35.8,363.15,No,0.7905,Yes,Critical,339.6,Immediate call — offer 2-year contract discount
5175-WLYXL,Male,0,No,No,22,Month-to-month,Fiber optic,Mailed check,78.85,1600.25,No,0.7654,Yes,Critical,724.22,Immediate call — offer 2-year contract discount
7817-OMJNA,Male,0,No,No,14,One year,No,Bank transfer (automatic),20.4,275.7,No,0.1311,No,Low,32.09,Standard engagement — quarterly check-in
8728-SKJLR,Male,0,No,No,41,Month-to-month,Fiber optic,Electronic check,74.25,3089.1,No,0.5149,Yes,High,458.78,Send retention offer — add TechSupport bundle
3137-NYQQI,Male,0,Yes,No,17,One year,DSL,Mailed check,64.8,1175.6,No,0.2664,No,Medium,207.15,Loyalty email — highlight service value
7706-DZNKK,Male,0,No,No,11,Month-to-month,No,Credit card (automatic),20.45,237.3,No,0.3643,No,Medium,89.4,Loyalty email — highlight service value
0236-HFWSV,Male,0,No,No,15,Month-to-month,Fiber optic,Electronic check,93.35,1444.65,Yes,0.8872,Yes,Critical,993.84,Immediate call — offer 2-year contract discount
3900-AQPHZ,Female,0,No,No,1,Month-to-month,No,Mailed check,19.9,19.9,Yes,0.4028,No,Medium,96.19,Loyalty email — highlight service value
5842-POCOP,Female,0,Yes,No,5,Month-to-month,Fiber optic,Mailed check,88.9,454.15,Yes,0.8038,Yes,Critical,857.49,Immediate call — offer 2-year contract discount
2037-XJFUP,Male,0,Yes,No,33,One year,Fiber optic,Electronic check,95.8,3036.75,Yes,0.6404,Yes,High,736.2,Send retention offer — add TechSupport bundle
8823-RLPWL,Female,0,Yes,No,72,Two year,Fiber optic,Credit card (automatic),110.65,8065.65,No,0.1882,No,Low,249.89,Standard engagement — quarterly check-in
9505-SQFSW,Female,0,Yes,Yes,3,Month-to-month,DSL,Mailed check,40.3,92.5,No,0.7096,Yes,Critical,343.16,Immediate call — offer 2-year contract discount
7314-OXENN,Male,0,No,No,2,Month-to-month,Fiber optic,Electronic check,82.0,184.65,Yes,0.8592,Yes,Critical,845.45,Immediate call — offer 2-year contract discount
3758-CKOQL,Female,0,Yes,No,59,One year,Fiber optic,Credit card (automatic),107.0,6152.3,No,0.2525,No,Medium,324.21,Loyalty email — highlight service value
0322-CHQRU,Male,0,No,No,2,Month-to-month,DSL,Electronic check,45.35,89.5,Yes,0.6138,Yes,High,334.03,Send retention offer — add TechSupport bundle
5676-CFLYY,Male,0,Yes,Yes,71,Two year,DSL,Credit card (automatic),73.35,5154.5,No,0.0388,No,Low,34.15,Standard engagement — quarterly check-in
7521-AFHAB,Female,0,Yes,Yes,5,Month-to-month,DSL,Mailed check,44.8,220.45,No,0.5457,Yes,High,293.37,Send retention offer — add TechSupport bundle
0285-INHLN,Male,0,Yes,Yes,27,Month-to-month,DSL,Credit card (automatic),54.75,1510.3,No,0.279,No,Medium,183.3,Loyalty email — highlight service value
4678-DVQEO,Female,0,No,No,1,Month-to-month,DSL,Electronic check,52.2,52.2,Yes,0.6212,Yes,High,389.12,Send retention offer — add TechSupport bundle
5125-CNDSP,Male,0,No,Yes,63,One year,DSL,Bank transfer (automatic),40.6,2588.95,No,0.0443,No,Low,21.58,Standard engagement — quarterly check-in
0691-IFBQW,Female,1,No,No,46,One year,Fiber optic,Electronic check,110.0,4874.8,Yes,0.516,Yes,High,681.12,Send retention offer — add TechSupport bundle
4992-LTJNE,Male,0,Yes,Yes,72,Two year,DSL,Bank transfer (automatic),55.3,3983.6,No,0.0175,No,Low,11.61,Standard engagement — quarterly check-in
2202-OUTMO,Female,0,Yes,No,34,Month-to-month,DSL,Bank transfer (automatic),60.85,2003.6,No,0.2754,No,Medium,201.1,Loyalty email — highlight service value
0810-BDHAW,Female,0,Yes,Yes,24,One year,DSL,Electronic check,78.4,1832.4,No,0.2534,No,Medium,238.4,Loyalty email — highlight service value
0229-LFJAF,Male,0,No,No,72,Two year,DSL,Bank transfer (automatic),69.65,4908.25,No,0.0138,No,Low,11.53,Standard engagement — quarterly check-in
7131-ZQZNK,Female,0,Yes,Yes,60,Two year,DSL,Credit card (automatic),59.85,3590.2,No,0.0404,No,Low,29.02,Standard engagement — quarterly check-in
3442-ZHHCC,Male,0,No,No,68,One year,DSL,Credit card (automatic),76.9,5023.0,No,0.104,No,Low,95.97,Standard engagement — quarterly check-in
5726-CVNYA,Female,0,Yes,Yes,8,Two year,No,Mailed check,19.85,146.6,No,0.114,No,Low,27.15,Standard engagement — quarterly check-in
9871-ELEYA,Female,0,No,Yes,34,Two year,DSL,Credit card (automatic),67.65,2339.3,No,0.0419,No,Low,34.01,Standard engagement — quarterly check-in
4257-GAESD,Female,0,No,No,6,Month-to-month,DSL,Credit card (automatic),45.0,298.7,No,0.7789,Yes,Critical,420.61,Immediate call — offer 2-year contract discount
5173-WXOQV,Male,0,Yes,No,2,Month-to-month,DSL,Mailed check,64.2,143.65,No,0.6544,Yes,High,504.15,Send retention offer — add TechSupport bundle
2040-OBMLJ,Male,0,No,No,31,One year,Fiber optic,Credit card (automatic),81.7,2548.65,No,0.3821,No,Medium,374.61,Loyalty email — highlight service value
6286-ZHAOK,Female,0,Yes,Yes,20,Month-to-month,No,Bank transfer (automatic),25.55,507.4,No,0.2755,No,Medium,84.47,Loyalty email — highlight service value
3807-XHCJH,Female,0,Yes,Yes,1,Month-to-month,No,Electronic check,20.0,20.0,No,0.3357,No,Medium,80.57,Loyalty email — highlight service value
3009-JWMPU,Male,0,No,No,62,One year,Fiber optic,Electronic check,96.75,6125.4,Yes,0.4951,No,Medium,574.81,Loyalty email — highlight service value
5671-RQRLP,Female,1,Yes,No,70,Two year,Fiber optic,Credit card (automatic),75.65,5411.4,No,0.1753,No,Low,159.14,Standard engagement — quarterly check-in
1450-GALXR,Female,0,No,No,10,Month-to-month,Fiber optic,Electronic check,98.5,1058.25,Yes,0.8582,Yes,Critical,1014.39,Immediate call — offer 2-year contract discount
8859-AXJZP,Male,0,Yes,Yes,39,Two year,No,Mailed check,23.8,903.8,No,0.0459,No,Low,13.11,Standard engagement — quarterly check-in
3174-AKMAS,Female,0,Yes,No,46,Two year,DSL,Credit card (automatic),64.2,3009.5,No,0.0744,No,Low,57.32,Standard engagement — quarterly check-in
3138-BKYAV,Male,0,No,No,6,Month-to-month,Fiber optic,Electronic check,85.35,489.45,Yes,0.8376,Yes,Critical,857.87,Immediate call — offer 2-year contract discount
9926-PJHDQ,Female,0,Yes,Yes,72,Two year,DSL,Bank transfer (automatic),76.8,5468.45,No,0.0788,No,Low,72.62,Standard engagement — quarterly check-in
7382-DFJTU,Male,0,No,No,18,Month-to-month,DSL,Credit card (automatic),55.2,1058.1,No,0.3549,No,Medium,235.09,Loyalty email — highlight service value
2798-NYLMZ,Male,0,Yes,No,71,Two year,Fiber optic,Credit card (automatic),108.55,7616.0,No,0.1489,No,Low,193.96,Standard engagement — quarterly check-in
4289-DTDKW,Male,0,Yes,No,40,Month-to-month,Fiber optic,Electronic check,101.3,4113.1,Yes,0.7993,Yes,Critical,971.63,Immediate call — offer 2-year contract discount
1820-TQVEV,Male,0,No,No,1,Month-to-month,Fiber optic,Electronic check,69.55,69.55,Yes,0.843,Yes,Critical,703.57,Immediate call — offer 2-year contract discount
2239-JALAW,Male,0,No,No,58,One year,Fiber optic,Bank transfer (automatic),103.25,6017.65,Yes,0.4613,No,Medium,571.55,Loyalty email — highlight service value
4853-RULSV,Male,0,No,No,70,Two year,Fiber optic,Credit card (automatic),104.0,7250.15,Yes,0.1494,No,Low,186.45,Standard engagement — quarterly check-in
8098-TDCBU,Female,0,Yes,No,42,Two year,No,Electronic check,25.25,1108.2,No,0.0348,No,Low,10.54,Standard engagement — quarterly check-in
3551-GAEGL,Male,0,Yes,Yes,34,One year,DSL,Bank transfer (automatic),30.4,938.65,No,0.135,No,Low,49.25,Standard engagement — quarterly check-in
4785-NKHCX,Male,1,No,No,5,Month-to-month,No,Bank transfer (automatic),20.05,94.15,No,0.3539,No,Medium,85.15,Loyalty email — highlight service value
3196-NVXLZ,Female,0,No,No,25,Month-to-month,Fiber optic,Mailed check,84.6,2088.05,No,0.8251,Yes,Critical,837.64,Immediate call — offer 2-year contract discount
6275-YDUVO,Female,0,No,No,2,Month-to-month,Fiber optic,Mailed check,86.2,178.7,Yes,0.8769,Yes,Critical,907.07,Immediate call — offer 2-year contract discount
0036-IHMOT,Female,0,Yes,Yes,55,One year,Fiber optic,Bank transfer (automatic),103.7,5656.75,No,0.2763,No,Medium,343.83,Loyalty email — highlight service value
0115-TFERT,Male,0,Yes,No,21,Month-to-month,Fiber optic,Electronic check,111.2,2317.1,Yes,0.8106,Yes,Critical,1081.66,Immediate call — offer 2-year contract discount
4178-EGMON,Male,0,Yes,No,70,Two year,Fiber optic,Credit card (automatic),88.0,5986.45,No,0.0659,No,Low,69.59,Standard engagement — quarterly check-in
4220-TINQT,Female,0,Yes,No,61,Month-to-month,Fiber optic,Electronic check,106.35,6751.35,No,0.6536,Yes,High,834.12,Send retention offer — add TechSupport bundle
5318-YKDPV,Male,0,Yes,Yes,43,Two year,DSL,Credit card (automatic),79.15,3566.6,No,0.0712,No,Low,67.63,Standard engagement — quarterly check-in
7975-TZMLR,Male,0,No,No,47,One year,Fiber optic,Electronic check,103.1,4889.3,No,0.5709,Yes,High,706.32,Send retention offer — add TechSupport bundle
0295-QVKPB,Male,0,No,No,5,Month-to-month,DSL,Credit card (automatic),63.95,318.1,No,0.6069,Yes,High,465.74,Send retention offer — add TechSupport bundle
4335-BSMJS,Female,0,No,No,62,Two year,No,Credit card (automatic),25.8,1563.95,No,0.0204,No,Low,6.32,Standard engagement — quarterly check-in
2311-QYMUQ,Female,0,Yes,Yes,16,Month-to-month,Fiber optic,Credit card (automatic),89.45,1430.25,Yes,0.726,Yes,Critical,779.29,Immediate call — offer 2-year contract discount
3643-AHCFP,Male,1,Yes,No,7,Month-to-month,Fiber optic,Bank transfer (automatic),95.6,644.35,Yes,0.9144,Yes,Critical,1049.0,Immediate call — offer 2-year contract discount
9146-JRIOX,Female,0,Yes,Yes,14,Month-to-month,No,Mailed check,25.55,372.45,No,0.3007,No,Medium,92.19,Loyalty email — highlight service value
3104-OWCGK,Male,0,Yes,Yes,60,One year,Fiber optic,Electronic check,90.95,5453.4,Yes,0.2277,No,Low,248.51,Standard engagement — quarterly check-in
5337-IIWKZ,Male,0,Yes,Yes,34,Month-to-month,DSL,Electronic check,44.85,1442.6,No,0.4438,No,Medium,238.85,Loyalty email — highlight service value
9101-BWFSS,Female,0,Yes,No,50,One year,Fiber optic,Electronic check,108.55,5610.7,Yes,0.3005,No,Medium,391.43,Loyalty email — highlight service value
9650-VBUOG,Male,0,Yes,Yes,38,Two year,No,Credit card (automatic),25.05,963.95,No,0.03,No,Low,9.02,Standard engagement — quarterly check-in
3487-EARAT,Female,0,Yes,Yes,70,One year,DSL,Credit card (automatic),74.1,5222.3,No,0.0286,No,Low,25.43,Standard engagement — quarterly check-in
2672-TGEFF,Female,0,Yes,Yes,37,Month-to-month,Fiber optic,Electronic check,88.8,3340.55,No,0.6834,Yes,High,728.23,Send retention offer — add TechSupport bundle
9231-ZJYAM,Female,1,No,No,4,Month-to-month,Fiber optic,Electronic check,78.85,292.8,Yes,0.8771,Yes,Critical,829.91,Immediate call — offer 2-year contract discount
4250-WAROZ,Male,1,Yes,Yes,60,Month-to-month,Fiber optic,Electronic check,93.25,5774.55,No,0.4854,No,Medium,543.16,Loyalty email — highlight service value
8184-WMOFI,Male,0,Yes,Yes,62,One year,DSL,Credit card (automatic),71.4,4487.3,No,0.0452,No,Low,38.73,Standard engagement — quarterly check-in
6982-SSHFK,Male,0,No,No,1,Month-to-month,DSL,Mailed check,44.4,44.4,Yes,0.636,Yes,High,338.86,Send retention offer — add TechSupport bundle
6092-QZVPP,Male,0,No,No,36,Month-to-month,DSL,Credit card (automatic),79.2,2854.95,No,0.3415,No,Medium,324.56,Loyalty email — highlight service value
4625-LAMOB,Male,0,No,No,44,Two year,No,Credit card (automatic),20.4,905.55,No,0.022,No,Low,5.39,Standard engagement — quarterly check-in
0727-BMPLR,Female,1,No,No,55,One year,Fiber optic,Electronic check,100.0,5509.3,Yes,0.5983,Yes,High,717.96,Send retention offer — add TechSupport bundle
0392-BZIUW,Female,0,Yes,No,72,Two year,Fiber optic,Credit card (automatic),105.0,7589.8,No,0.1981,No,Low,249.61,Standard engagement — quarterly check-in
1038-ZAGBI,Female,0,Yes,Yes,12,One year,No,Bank transfer (automatic),19.8,229.6,Yes,0.1127,No,Low,26.78,Standard engagement — quarterly check-in
6549-NNDYT,Female,0,No,No,13,Month-to-month,DSL,Bank transfer (automatic),30.85,394.1,No,0.5738,Yes,High,212.42,Send retention offer — add TechSupport bundle
3027-ZTDHO,Male,0,No,No,1,Month-to-month,Fiber optic,Electronic check,89.9,89.9,Yes,0.9015,Yes,Critical,972.54,Immediate call — offer 2-year contract discount
0422-OHQHQ,Female,0,Yes,Yes,15,One year,No,Mailed check,20.55,295.95,No,0.1275,No,Low,31.44,Standard engagement — quarterly check-in
6916-HIJSE,Female,0,No,No,65,Two year,DSL,Bank transfer (automatic),84.85,5459.2,No,0.0373,No,Low,37.98,Standard engagement — quarterly check-in
2316-ESMLS,Female,0,Yes,Yes,12,One year,DSL,Credit card (automatic),33.15,444.75,No,0.2049,No,Low,81.51,Standard engagement — quarterly check-in
9778-OGKQZ,Male,0,Yes,No,72,Two year,DSL,Credit card (automatic),92.0,6782.15,No,0.0542,No,Low,59.84,Standard engagement — quarterly check-in
7408-OFWXJ,Female,0,Yes,Yes,72,Two year,DSL,Credit card (automatic),89.8,6510.45,No,0.0265,No,Low,28.56,Standard engagement — quarterly check-in
6007-TCTST,Female,0,Yes,Yes,72,Two year,Fiber optic,Bank transfer (automatic),115.8,8476.5,No,0.1094,No,Low,152.02,Standard engagement — quarterly check-in
2252-NKNSI,Male,0,No,Yes,52,Two year,DSL,Mailed check,85.15,4461.85,No,0.0752,No,Low,76.84,Standard engagement — quarterly check-in
8713-IGZSO,Male,0,No,No,2,Month-to-month,No,Mailed check,24.85,62.0,No,0.4641,No,Medium,138.39,Loyalty email — highlight service value
7905-TVXTA,Female,0,No,No,5,Month-to-month,DSL,Electronic check,64.35,352.65,No,0.5264,Yes,High,406.49,Send retention offer — add TechSupport bundle
7695-PKLCZ,Female,0,No,No,68,Two year,No,Credit card (automatic),20.5,1424.9,No,0.0082,No,Low,2.02,Standard engagement — quarterly check-in
2382-BCKQJ,Female,0,No,Yes,62,One year,Fiber optic,Electronic check,100.15,6413.65,Yes,0.4608,No,Medium,553.79,Loyalty email — highlight service value
8374-UULRV,Male,0,No,No,72,Two year,DSL,Credit card (automatic),86.05,6309.65,No,0.0349,No,Low,36.04,Standard engagement — quarterly check-in
2207-NHRJK,Male,0,No,No,1,Month-to-month,DSL,Electronic check,50.8,50.8,Yes,0.5851,Yes,High,356.68,Send retention offer — add TechSupport bundle
3224-DFQNQ,Female,0,Yes,No,66,One year,Fiber optic,Electronic check,89.0,5898.6,No,0.1175,No,Low,125.49,Standard engagement — quarterly check-in
5275-PMFUT,Male,0,Yes,Yes,72,Two year,DSL,Credit card (automatic),64.8,4719.75,No,0.0366,No,Low,28.46,Standard engagement — quarterly check-in
4795-UXVCJ,Male,0,No,No,26,One year,No,Credit card (automatic),19.8,457.3,No,0.0888,No,Low,21.1,Standard engagement — quarterly check-in
9777-IQHWP,Male,0,Yes,Yes,64,Two year,Fiber optic,Bank transfer (automatic),93.4,5822.3,No,0.0889,No,Low,99.64,Standard engagement — quarterly check-in
0947-MUGVO,Male,1,Yes,No,20,Month-to-month,Fiber optic,Electronic check,73.65,1463.5,Yes,0.7514,Yes,Critical,664.09,Immediate call — offer 2-year contract discount
9944-HKVVB,Female,0,No,No,3,Month-to-month,Fiber optic,Electronic check,95.1,307.4,Yes,0.8779,Yes,Critical,1001.86,Immediate call — offer 2-year contract discount
4124-MMETB,Male,0,No,No,22,Month-to-month,Fiber optic,Credit card (automatic),94.65,2104.55,Yes,0.8609,Yes,Critical,977.81,Immediate call — offer 2-year contract discount
3671-SHRSP,Male,0,Yes,No,4,Month-to-month,Fiber optic,Mailed check,80.6,319.15,Yes,0.7852,Yes,Critical,759.45,Immediate call — offer 2-year contract discount
0979-MOZQI,Male,0,Yes,No,62,Two year,DSL,Bank transfer (automatic),39.0,2337.45,No,0.062,No,Low,29.02,Standard engagement — quarterly check-in
2732-ISEZX,Female,0,No,No,5,Month-to-month,No,Mailed check,20.5,104.3,No,0.4557,No,Medium,112.1,Loyalty email — highlight service value
3313-QKNKB,Male,0,Yes,No,59,One year,Fiber optic,Electronic check,85.55,5084.65,Yes,0.3738,No,Medium,383.74,Loyalty email — highlight service value
0323-XWWTN,Male,0,No,Yes,3,Two year,No,Mailed check,26.4,121.25,No,0.1763,No,Low,55.85,Standard engagement — quarterly check-in
1937-OTUKY,Female,0,Yes,No,72,Two year,Fiber optic,Bank transfer (automatic),98.2,7015.9,No,0.0924,No,Low,108.88,Standard engagement — quarterly check-in
1573-LGXBA,Male,0,Yes,Yes,57,One year,Fiber optic,Credit card (automatic),97.55,5598.0,No,0.3558,No,Medium,416.5,Loyalty email — highlight service value
1764-VUUMT,Male,0,No,Yes,66,Two year,No,Credit card (automatic),19.95,1269.1,No,0.0069,No,Low,1.65,Standard engagement — quarterly check-in
5073-WXOYN,Female,0,No,No,60,Month-to-month,DSL,Electronic check,50.8,3027.4,Yes,0.4133,No,Medium,251.95,Loyalty email — highlight service value
4713-ZBURT,Male,0,No,Yes,45,Two year,Fiber optic,Bank transfer (automatic),99.7,4634.35,No,0.2691,No,Medium,321.95,Loyalty email — highlight service value
3050-GBUSH,Female,0,No,No,3,Month-to-month,DSL,Credit card (automatic),34.8,113.95,No,0.8103,Yes,Critical,338.38,Immediate call — offer 2-year contract discount
0207-MDKNV,Female,0,No,No,15,Month-to-month,Fiber optic,Electronic check,105.1,1582.75,Yes,0.6426,Yes,High,810.45,Send retention offer — add TechSupport bundle
7876-AEHIG,Female,0,No,Yes,51,One year,DSL,Bank transfer (automatic),60.15,3077.0,No,0.0988,No,Low,71.31,Standard engagement — quarterly check-in
7945-HLKEA,Female,0,No,No,60,One year,DSL,Electronic check,64.75,4039.5,No,0.0557,No,Low,43.28,Standard engagement — quarterly check-in
9342-VNIMQ,Male,0,No,No,33,Month-to-month,DSL,Bank transfer (automatic),54.65,1665.2,No,0.4125,No,Medium,270.52,Loyalty email — highlight service value
9851-KIELU,Male,0,No,No,10,Month-to-month,Fiber optic,Electronic check,110.1,1043.3,Yes,0.7181,Yes,Critical,948.75,Immediate call — offer 2-year contract discount
3523-BRGUW,Male,1,No,No,26,One year,No,Credit card (automatic),19.3,504.2,No,0.1032,No,Low,23.9,Standard engagement — quarterly check-in
3908-BLSYF,Female,0,No,No,6,Month-to-month,Fiber optic,Electronic check,83.9,497.55,Yes,0.7927,Yes,Critical,798.09,Immediate call — offer 2-year contract discount
3199-NPKCN,Female,0,Yes,No,67,One year,Fiber optic,Electronic check,111.25,7511.65,No,0.3308,No,Medium,441.62,Loyalty email — highlight service value
5170-PTRKA,Female,0,Yes,Yes,49,One year,DSL,Credit card (automatic),35.8,1782.0,No,0.0885,No,Low,38.02,Standard engagement — quarterly check-in
4661-NJEUX,Male,0,No,No,1,Month-to-month,No,Mailed check,20.05,20.05,No,0.5008,Yes,High,120.49,Send retention offer — add TechSupport bundle
2123-AGEEN,Female,1,No,No,7,Month-to-month,Fiber optic,Electronic check,84.35,609.65,No,0.8641,Yes,Critical,874.64,Immediate call — offer 2-year contract discount
1258-YMZNM,Female,1,No,No,27,One year,Fiber optic,Bank transfer (automatic),110.5,2857.6,No,0.5956,Yes,High,789.77,Send retention offer — add TechSupport bundle
0048-LUMLS,Male,0,Yes,Yes,37,One year,Fiber optic,Credit card (automatic),91.2,3247.55,No,0.4522,No,Medium,494.89,Loyalty email — highlight service value
7549-MYGPK,Female,0,Yes,Yes,63,Month-to-month,Fiber optic,Electronic check,100.55,6215.35,Yes,0.4213,No,Medium,508.34,Loyalty email — highlight service value
5898-IGSLP,Male,0,Yes,Yes,31,Month-to-month,Fiber optic,Electronic check,89.3,2823.0,No,0.4112,No,Medium,440.64,Loyalty email — highlight service value
3804-RVTGV,Male,0,Yes,Yes,50,Month-to-month,Fiber optic,Bank transfer (automatic),103.85,5017.9,Yes,0.6415,Yes,High,799.44,Send retention offer — add TechSupport bundle
6259-WJQLC,Male,1,No,No,32,Month-to-month,Fiber optic,Credit card (automatic),81.1,2619.25,No,0.7507,Yes,Critical,730.58,Immediate call — offer 2-year contract discount
9227-LUNBG,Female,0,No,No,1,Month-to-month,DSL,Electronic check,24.6,24.6,Yes,0.7277,Yes,Critical,214.82,Immediate call — offer 2-year contract discount
7997-EASSD,Female,0,Yes,No,63,One year,Fiber optic,Credit card (automatic),81.2,4965.1,No,0.2495,No,Low,243.11,Standard engagement — quarterly check-in
0730-KOAVE,Male,0,No,No,30,Month-to-month,Fiber optic,Credit card (automatic),94.3,2679.7,No,0.6662,Yes,High,753.87,Send retention offer — add TechSupport bundle
8975-SKGRX,Male,0,Yes,No,71,Two year,Fiber optic,Bank transfer (automatic),116.1,8310.55,No,0.1418,No,Low,197.56,Standard engagement — quarterly check-in
0678-RLHVP,Female,0,No,No,53,Two year,Fiber optic,Electronic check,105.55,5682.25,No,0.2832,No,Medium,358.7,Loyalty email — highlight service value
4315-MURBD,Female,0,No,No,12,Month-to-month,Fiber optic,Bank transfer (automatic),98.9,1120.95,Yes,0.7027,Yes,Critical,833.96,Immediate call — offer 2-year contract discount
2267-FPIMA,Male,0,Yes,No,50,Month-to-month,Fiber optic,Credit card (automatic),94.4,4914.9,No,0.5627,Yes,High,637.43,Send retention offer — add TechSupport bundle
1051-GEJLJ,Female,0,No,No,2,Month-to-month,No,Mailed check,19.5,27.55,No,0.3901,No,Medium,91.28,Loyalty email — highlight service value
9734-YWGEX,Female,0,No,No,9,Month-to-month,Fiber optic,Credit card (automatic),98.3,923.5,Yes,0.8461,Yes,Critical,998.06,Immediate call — offer 2-year contract discount
2719-BDAQO,Male,0,No,No,17,Month-to-month,Fiber optic,Electronic check,93.85,1625.65,Yes,0.7199,Yes,Critical,810.75,Immediate call — offer 2-year contract discount
5285-MVEHD,Female,0,Yes,No,56,One year,Fiber optic,Credit card (automatic),105.6,6068.65,No,0.35,No,Medium,443.52,Loyalty email — highlight service value
0379-DJQHR,Male,0,Yes,Yes,67,Two year,DSL,Credit card (automatic),81.35,5398.6,No,0.0325,No,Low,31.73,Standard engagement — quarterly check-in
0781-LKXBR,Male,1,No,No,9,Month-to-month,Fiber optic,Electronic check,100.5,918.6,Yes,0.9169,Yes,Critical,1105.78,Immediate call — offer 2-year contract discount
5543-QDCRY,Male,0,No,No,4,Month-to-month,DSL,Electronic check,56.4,234.85,No,0.7399,Yes,Critical,500.76,Immediate call — offer 2-year contract discount
0297-RBCSG,Male,0,No,No,19,One year,DSL,Bank transfer (automatic),65.35,1231.85,No,0.2825,No,Medium,221.54,Loyalty email — highlight service value
4694-PHWFW,Female,0,No,Yes,8,Month-to-month,No,Mailed check,19.95,170.9,No,0.2842,No,Medium,68.04,Loyalty email — highlight service value
0835-JKADZ,Female,0,No,No,71,Two year,Fiber optic,Electronic check,111.25,7984.15,No,0.2124,No,Low,283.55,Standard engagement — quarterly check-in
